Vehicle_ID,Car_Model,Battery_Type,Battery_Capacity_kWh,Vehicle_Age_Months,Total_Charging_Cycles,Avg_Temperature_C,Fast_Charge_Ratio,Avg_Discharge_Rate_C,Driving_Style,Internal_Resistance_Ohm,SoH_Percent,Battery_Status
5248b576,Hyundai Ioniq 5,NMC,72.6,63,825,34.3,0.93,0.97,Moderate,0.0532,88.89,Healthy
517f9b3f,Hyundai Ioniq 5,NMC,72.6,76,928,18.9,0.24,2.06,Moderate,0.0478,91.18,Healthy
4a6b1447,Ford Mustang Mach-E,NMC,88.0,31,193,17.9,0.58,2.16,Conservative,0.0257,97.98,Healthy
03b71d19,Tesla Model 3,NMC,75.0,48,405,23.7,0.18,0.83,Moderate,0.035,95.54,Healthy
279cf9eb,Ford Mustang Mach-E,NMC,88.0,67,289,33.1,0.45,2.49,Moderate,0.0306,96.51,Healthy
9a1d4a21,Ford Mustang Mach-E,NMC,88.0,20,253,19.6,0.01,1.36,Conservative,0.021,99.09,Healthy
df4dc476,BYD Atto 3,LFP,60.0,40,223,13.2,0.49,1.86,Aggressive,0.0233,98.12,Healthy
15b65618,Hyundai Ioniq 5,NMC,72.6,89,1136,22.1,0.91,0.62,Moderate,0.0557,87.63,Healthy
5f71592a,Tesla Model 3,NMC,75.0,47,234,20.1,0.48,2.02,Aggressive,0.0269,97.63,Healthy
bbb64674,BYD Atto 3,LFP,60.0,7,54,17.0,0.23,0.52,Moderate,0.0221,98.91,Healthy
c50af95c,Tesla Model 3,NMC,75.0,61,274,23.8,0.02,1.8,Moderate,0.0273,97.76,Healthy
ca2d1035,Hyundai Ioniq 5,NMC,72.6,33,379,28.8,0.98,0.74,Conservative,0.0303,97.14,Healthy
96061182,Wuling Air EV,LFP,26.0,62,602,14.9,0.3,2.03,Moderate,0.0271,96.68,Healthy
14ffbf7f,Ford Mustang Mach-E,NMC,88.0,76,411,30.7,0.01,0.59,Aggressive,0.0318,95.96,Healthy
575832e0,BYD Atto 3,LFP,60.0,67,506,28.7,0.41,0.93,Moderate,0.0264,96.15,Healthy
4617fbd6,BYD Atto 3,LFP,60.0,94,1176,19.2,0.8,1.39,Moderate,0.0354,92.22,Healthy
1a840e37,Tesla Model 3,NMC,75.0,84,538,15.1,0.17,1.6,Moderate,0.0324,95.43,Healthy
91017d8b,Tesla Model 3,NMC,75.0,62,793,31.1,0.44,1.52,Conservative,0.0433,91.98,Healthy
110ee2dd,Hyundai Ioniq 5,NMC,72.6,90,409,26.4,0.04,0.71,Conservative,0.0299,96.76,Healthy
5728cd1c,Tesla Model 3,NMC,75.0,10,44,23.0,0.08,0.6,Aggressive,0.0206,99.41,Healthy
00ea140c,Hyundai Ioniq 5,NMC,72.6,91,616,31.8,0.3,1.33,Moderate,0.0391,93.73,Healthy
2fc5825c,BYD Atto 3,LFP,60.0,84,950,19.0,0.47,1.11,Moderate,0.032,94.49,Healthy
d33e92e4,Hyundai Ioniq 5,NMC,72.6,82,612,28.0,0.66,1.18,Moderate,0.0404,93.13,Healthy
614c390c,BYD Atto 3,LFP,60.0,79,946,25.0,0.41,1.65,Moderate,0.0318,94.0,Healthy
9dd3a62d,Wuling Air EV,LFP,26.0,39,205,23.6,0.65,1.63,Moderate,0.0215,99.41,Healthy
e659fa29,BYD Atto 3,LFP,60.0,95,1238,27.2,0.23,1.69,Moderate,0.0356,92.71,Healthy
b5fb08f9,Ford Mustang Mach-E,NMC,88.0,88,959,29.9,0.84,1.72,Moderate,0.0557,88.42,Healthy
93fa5a3b,Hyundai Ioniq 5,NMC,72.6,21,241,30.0,0.0,0.73,Moderate,0.0261,98.22,Healthy
630fe37a,Wuling Air EV,LFP,26.0,63,577,11.8,0.36,0.62,Conservative,0.0261,97.68,Healthy
0baec1b2,Ford Mustang Mach-E,NMC,88.0,69,715,19.2,0.62,1.22,Moderate,0.0441,91.94,Healthy
85ea014e,Ford Mustang Mach-E,NMC,88.0,94,417,32.2,0.91,0.61,Moderate,0.0357,95.08,Healthy
af21bd75,BYD Atto 3,LFP,60.0,60,460,31.3,0.48,0.86,Aggressive,0.0274,96.62,Healthy
21a856f3,BYD Atto 3,LFP,60.0,73,827,28.5,0.54,0.68,Moderate,0.0269,95.37,Healthy
92ded780,BYD Atto 3,LFP,60.0,75,577,24.7,0.76,1.79,Conservative,0.0288,95.99,Healthy
3521fabd,BYD Atto 3,LFP,60.0,62,403,22.2,0.33,0.73,Conservative,0.0237,97.73,Healthy
bb4f4dc8,Hyundai Ioniq 5,NMC,72.6,84,1213,14.4,0.97,1.87,Aggressive,0.073,81.99,Healthy
3f259364,Wuling Air EV,LFP,26.0,13,138,12.3,0.46,0.7,Conservative,0.0235,98.63,Healthy
df7693bd,BYD Atto 3,LFP,60.0,64,900,30.1,0.51,1.2,Moderate,0.0323,93.67,Healthy
b415b8f4,Tesla Model 3,NMC,75.0,85,689,36.4,0.51,1.86,Moderate,0.0447,92.06,Healthy
58a98189,Tesla Model 3,NMC,75.0,96,710,23.7,0.41,1.68,Aggressive,0.0431,91.78,Healthy
d40ee03f,Tesla Model 3,NMC,75.0,27,402,25.5,0.58,1.65,Conservative,0.0314,96.3,Healthy
d71d5d17,Hyundai Ioniq 5,NMC,72.6,18,251,20.3,0.9,2.3,Moderate,0.0295,96.95,Healthy
4e40b1fd,Wuling Air EV,LFP,26.0,6,66,20.1,0.67,1.04,Moderate,0.0209,99.29,Healthy
fc83ceda,Tesla Model 3,NMC,75.0,68,860,5.3,0.21,1.77,Aggressive,0.0471,90.74,Healthy
a915da61,Hyundai Ioniq 5,NMC,72.6,81,451,16.8,0.02,0.71,Moderate,0.029,96.62,Healthy
d9df0910,Tesla Model 3,NMC,75.0,79,802,27.0,0.19,1.76,Moderate,0.0402,93.05,Healthy
623751af,Wuling Air EV,LFP,26.0,66,511,31.1,0.09,1.39,Conservative,0.0242,97.22,Healthy
73c0312a,Wuling Air EV,LFP,26.0,47,595,22.2,0.76,1.75,Moderate,0.0273,96.21,Healthy
f99a6533,Wuling Air EV,LFP,26.0,93,687,24.4,0.45,2.02,Moderate,0.0283,95.98,Healthy
2adb732d,Hyundai Ioniq 5,NMC,72.6,5,34,30.6,0.41,2.19,Aggressive,0.0205,99.9,Healthy
8d33031c,Hyundai Ioniq 5,NMC,72.6,30,123,17.5,0.0,0.99,Moderate,0.0238,98.66,Healthy
9d68816d,Tesla Model 3,NMC,75.0,60,284,20.6,0.05,0.67,Aggressive,0.0267,97.92,Healthy
3d7ef221,Ford Mustang Mach-E,NMC,88.0,55,420,22.3,0.81,1.86,Conservative,0.0299,96.37,Healthy
9eb0810e,Ford Mustang Mach-E,NMC,88.0,64,446,21.9,0.52,0.75,Conservative,0.0335,95.27,Healthy
a688d8a0,Ford Mustang Mach-E,NMC,88.0,51,422,28.7,0.75,1.47,Moderate,0.0311,95.69,Healthy
49afc196,BYD Atto 3,LFP,60.0,74,1102,30.9,0.24,1.39,Moderate,0.0322,93.55,Healthy
318f0c51,Hyundai Ioniq 5,NMC,72.6,23,108,5.8,0.91,2.28,Conservative,0.0231,99.26,Healthy
9752a9ee,Ford Mustang Mach-E,NMC,88.0,54,338,14.0,0.08,0.59,Conservative,0.0282,96.91,Healthy
52d212c0,Ford Mustang Mach-E,NMC,88.0,9,78,19.9,0.26,2.08,Moderate,0.0238,99.03,Healthy
be8ed512,Wuling Air EV,LFP,26.0,74,719,26.6,0.13,0.88,Aggressive,0.03,95.46,Healthy
1dc32ff2,Hyundai Ioniq 5,NMC,72.6,93,1183,20.9,0.85,1.04,Conservative,0.0615,86.75,Healthy
f458c7eb,Hyundai Ioniq 5,NMC,72.6,62,600,23.3,0.17,0.64,Moderate,0.0352,95.22,Healthy
caff3ed9,Ford Mustang Mach-E,NMC,88.0,72,767,21.2,0.19,0.94,Moderate,0.0392,93.11,Healthy
4a849f2c,Wuling Air EV,LFP,26.0,29,200,42.1,0.44,1.58,Moderate,0.0205,99.2,Healthy
2c51d05c,BYD Atto 3,LFP,60.0,50,538,33.2,0.42,1.71,Moderate,0.0263,96.38,Healthy
4394a2eb,Tesla Model 3,NMC,75.0,62,851,20.8,0.06,2.2,Moderate,0.042,93.4,Healthy
f193b527,Hyundai Ioniq 5,NMC,72.6,45,202,35.9,0.56,0.94,Moderate,0.0272,97.82,Healthy
15273735,Hyundai Ioniq 5,NMC,72.6,75,551,9.5,0.79,1.39,Conservative,0.0359,94.86,Healthy
196efc48,BYD Atto 3,LFP,60.0,51,205,18.8,0.35,1.3,Moderate,0.0219,98.72,Healthy
24ca28cb,Tesla Model 3,NMC,75.0,70,824,30.6,0.69,0.66,Moderate,0.0466,90.95,Healthy
e197eb1c,Wuling Air EV,LFP,26.0,71,983,28.4,0.87,1.31,Moderate,0.0335,93.63,Healthy
6c95b324,BYD Atto 3,LFP,60.0,48,356,20.1,0.01,1.17,Moderate,0.0234,98.03,Healthy
b5e13949,Tesla Model 3,NMC,75.0,5,61,31.2,0.6,1.45,Moderate,0.0224,98.5,Healthy
979256e9,Tesla Model 3,NMC,75.0,52,248,4.6,0.82,0.8,Aggressive,0.0313,96.3,Healthy
6ae34c75,BYD Atto 3,LFP,60.0,9,104,25.9,0.93,2.24,Conservative,0.0194,99.57,Healthy
9942d345,BYD Atto 3,LFP,60.0,69,346,21.4,0.77,2.34,Moderate,0.0262,96.68,Healthy
4eb5d426,Tesla Model 3,NMC,75.0,23,224,33.4,0.11,1.79,Conservative,0.0264,98.21,Healthy
0c4207d1,Tesla Model 3,NMC,75.0,92,605,16.8,0.49,1.66,Moderate,0.0402,93.44,Healthy
6e86142f,Wuling Air EV,LFP,26.0,62,649,30.9,0.84,2.28,Moderate,0.0319,94.55,Healthy
3e0867f4,Hyundai Ioniq 5,NMC,72.6,56,662,29.3,0.26,0.61,Moderate,0.0354,94.85,Healthy
b5cbadb4,Ford Mustang Mach-E,NMC,88.0,31,366,15.1,0.4,1.84,Moderate,0.0306,96.42,Healthy
b10d8914,Hyundai Ioniq 5,NMC,72.6,27,365,23.5,0.37,1.3,Moderate,0.0293,97.14,Healthy
f6a39cb2,Tesla Model 3,NMC,75.0,67,739,32.3,0.34,1.02,Moderate,0.0437,92.09,Healthy
7ef81562,Ford Mustang Mach-E,NMC,88.0,9,97,14.2,0.92,2.41,Moderate,0.0255,98.3,Healthy
193938a3,Hyundai Ioniq 5,NMC,72.6,4,24,26.3,0.77,2.17,Aggressive,0.0201,99.67,Healthy
c3835340,Tesla Model 3,NMC,75.0,19,276,33.1,0.76,1.26,Moderate,0.0319,95.99,Healthy
9ae41e27,Wuling Air EV,LFP,26.0,22,163,25.2,0.21,0.94,Moderate,0.0213,99.51,Healthy
a5431b9f,Tesla Model 3,NMC,75.0,34,426,10.8,0.37,0.94,Aggressive,0.033,95.47,Healthy
8236faea,Wuling Air EV,LFP,26.0,15,176,40.6,0.46,0.58,Conservative,0.0233,98.53,Healthy
a0cfb700,Wuling Air EV,LFP,26.0,2,15,24.7,0.31,0.93,Moderate,0.0205,100.0,Healthy
01f82d89,Ford Mustang Mach-E,NMC,88.0,88,1303,9.9,0.08,0.76,Moderate,0.0547,88.98,Healthy
b7aeb221,Wuling Air EV,LFP,26.0,75,745,29.6,0.18,1.08,Conservative,0.029,95.37,Healthy
4368df05,Ford Mustang Mach-E,NMC,88.0,70,921,27.0,0.66,1.19,Moderate,0.0484,90.2,Healthy
e6be2948,Hyundai Ioniq 5,NMC,72.6,71,413,35.9,0.59,1.86,Moderate,0.0356,94.34,Healthy
ba203714,Wuling Air EV,LFP,26.0,69,518,23.8,0.16,0.93,Conservative,0.0264,96.89,Healthy
29bd031d,Hyundai Ioniq 5,NMC,72.6,88,566,20.7,0.89,2.21,Moderate,0.0411,93.05,Healthy
96eba92a,Tesla Model 3,NMC,75.0,4,21,18.2,0.57,2.42,Moderate,0.0201,99.57,Healthy
19501d1b,Hyundai Ioniq 5,NMC,72.6,70,291,21.0,0.12,1.92,Aggressive,0.03,96.94,Healthy
18cb0922,Tesla Model 3,NMC,75.0,89,877,37.8,0.88,1.6,Conservative,0.0563,88.0,Healthy
847f4d6b,Hyundai Ioniq 5,NMC,72.6,81,1032,24.2,0.35,2.03,Conservative,0.0482,90.78,Healthy
3d348c6a,Ford Mustang Mach-E,NMC,88.0,43,583,23.5,0.34,0.56,Conservative,0.0366,94.86,Healthy
930f51bf,BYD Atto 3,LFP,60.0,64,472,19.9,0.14,1.29,Conservative,0.0263,97.6,Healthy
9044e848,Tesla Model 3,NMC,75.0,61,402,29.6,0.7,0.82,Conservative,0.0332,95.7,Healthy
0aa525a2,BYD Atto 3,LFP,60.0,84,1036,30.2,0.71,1.28,Aggressive,0.0396,90.75,Healthy
d5359865,Tesla Model 3,NMC,75.0,25,335,21.8,0.25,1.16,Conservative,0.0272,97.77,Healthy
103b7077,BYD Atto 3,LFP,60.0,50,212,24.0,0.28,0.73,Moderate,0.021,99.26,Healthy
f6571b7a,Wuling Air EV,LFP,26.0,4,47,32.5,0.1,1.69,Aggressive,0.0201,99.39,Healthy
b2826b00,Ford Mustang Mach-E,NMC,88.0,93,1180,11.8,0.59,1.8,Moderate,0.0574,87.46,Healthy
440bd5bb,Wuling Air EV,LFP,26.0,71,841,27.9,0.48,1.13,Conservative,0.0305,95.33,Healthy
64e3cab4,Wuling Air EV,LFP,26.0,9,46,7.9,0.14,2.47,Moderate,0.0218,99.62,Healthy
7a575dcd,Wuling Air EV,LFP,26.0,55,451,29.5,0.91,1.83,Aggressive,0.0257,96.58,Healthy
d4feac1c,Ford Mustang Mach-E,NMC,88.0,2,20,21.7,0.44,1.74,Moderate,0.0231,99.17,Healthy
a4447e5f,Hyundai Ioniq 5,NMC,72.6,48,333,27.2,0.17,2.06,Aggressive,0.0287,96.72,Healthy
f66a179c,Tesla Model 3,NMC,75.0,13,52,28.3,0.12,1.95,Moderate,0.0231,98.81,Healthy
6d638b59,Hyundai Ioniq 5,NMC,72.6,12,138,14.4,0.4,1.53,Moderate,0.0241,98.43,Healthy
b6b3df90,Ford Mustang Mach-E,NMC,88.0,28,169,29.8,0.2,1.56,Moderate,0.0279,97.56,Healthy
7f0333ec,Tesla Model 3,NMC,75.0,38,230,29.6,0.82,1.71,Aggressive,0.0274,97.36,Healthy
4ef369f6,Tesla Model 3,NMC,75.0,40,397,6.2,0.9,1.01,Moderate,0.0333,95.09,Healthy
dc95dfb5,Tesla Model 3,NMC,75.0,84,646,28.6,0.58,0.79,Moderate,0.0384,93.6,Healthy
a90ae793,Tesla Model 3,NMC,75.0,33,220,21.1,0.67,2.25,Moderate,0.028,96.82,Healthy
41a18c32,Wuling Air EV,LFP,26.0,68,432,27.9,0.23,2.33,Moderate,0.0242,97.23,Healthy
f8d13573,Ford Mustang Mach-E,NMC,88.0,57,738,14.7,0.9,1.48,Moderate,0.0447,91.53,Healthy
f344464e,Hyundai Ioniq 5,NMC,72.6,16,114,9.7,0.72,1.03,Conservative,0.0256,98.39,Healthy
828d0f48,Wuling Air EV,LFP,26.0,44,332,30.5,0.17,1.47,Conservative,0.0228,98.45,Healthy
ec249545,Tesla Model 3,NMC,75.0,16,124,39.6,0.78,1.39,Moderate,0.0241,98.57,Healthy
c8991d1a,BYD Atto 3,LFP,60.0,57,392,23.0,0.08,1.88,Moderate,0.0236,98.06,Healthy
d2d3a48a,Ford Mustang Mach-E,NMC,88.0,83,732,23.7,0.06,1.14,Moderate,0.0385,93.63,Healthy
1d798b44,Wuling Air EV,LFP,26.0,50,616,25.1,0.33,0.63,Moderate,0.0275,97.01,Healthy
37809826,Wuling Air EV,LFP,26.0,70,464,21.2,0.84,1.93,Aggressive,0.0276,95.44,Healthy
0e012eca,BYD Atto 3,LFP,60.0,37,207,19.5,0.4,1.5,Conservative,0.0259,97.95,Healthy
7f003486,Ford Mustang Mach-E,NMC,88.0,79,583,17.3,0.94,1.43,Moderate,0.0402,92.92,Healthy
289e385d,Hyundai Ioniq 5,NMC,72.6,26,304,10.5,0.27,1.88,Aggressive,0.0338,96.18,Healthy
c20561c3,Hyundai Ioniq 5,NMC,72.6,69,933,22.1,0.62,1.63,Moderate,0.0475,90.73,Healthy
832b06ba,BYD Atto 3,LFP,60.0,66,688,13.1,0.66,1.52,Moderate,0.0286,95.86,Healthy
bce6763c,Tesla Model 3,NMC,75.0,69,342,28.0,0.37,0.75,Moderate,0.0293,96.85,Healthy
8d043222,BYD Atto 3,LFP,60.0,91,774,25.7,0.74,0.53,Moderate,0.033,93.83,Healthy
13f0e854,Wuling Air EV,LFP,26.0,28,390,24.5,0.43,1.58,Moderate,0.0245,97.68,Healthy
7d1149ca,Wuling Air EV,LFP,26.0,70,936,14.9,0.93,2.45,Conservative,0.0323,93.87,Healthy
1937d5d4,BYD Atto 3,LFP,60.0,55,445,26.6,0.36,2.41,Conservative,0.0251,97.25,Healthy
73ea7b95,Hyundai Ioniq 5,NMC,72.6,45,514,33.7,0.69,1.13,Conservative,0.0378,94.08,Healthy
3f5a6d33,BYD Atto 3,LFP,60.0,74,513,36.2,0.05,0.76,Moderate,0.0257,96.4,Healthy
f8d2bad3,Tesla Model 3,NMC,75.0,94,1345,29.6,0.57,2.38,Moderate,0.0597,86.26,Healthy
0136d626,Tesla Model 3,NMC,75.0,3,12,21.7,0.65,1.61,Moderate,0.0198,99.6,Healthy
a31b0742,Ford Mustang Mach-E,NMC,88.0,80,916,35.8,0.84,1.76,Moderate,0.0585,86.87,Healthy
1b452526,Tesla Model 3,NMC,75.0,96,666,19.9,0.89,1.75,Moderate,0.0482,90.93,Healthy
56ea434c,BYD Atto 3,LFP,60.0,41,517,30.5,0.32,1.94,Moderate,0.0254,97.56,Healthy
66e420ac,BYD Atto 3,LFP,60.0,58,423,14.8,0.92,1.62,Conservative,0.0299,95.25,Healthy
07c7d84f,Tesla Model 3,NMC,75.0,87,1135,18.5,0.08,1.76,Conservative,0.0457,91.26,Healthy
39e7f6c0,Ford Mustang Mach-E,NMC,88.0,45,302,22.7,0.68,1.37,Moderate,0.0322,95.99,Healthy
292d1a90,Hyundai Ioniq 5,NMC,72.6,29,322,13.3,0.3,0.69,Conservative,0.0307,96.71,Healthy
56cedf40,Ford Mustang Mach-E,NMC,88.0,73,551,28.4,0.33,1.35,Conservative,0.0356,94.74,Healthy
ec23e02e,BYD Atto 3,LFP,60.0,51,538,27.6,0.88,2.44,Moderate,0.0268,96.17,Healthy
7aabf4f6,Hyundai Ioniq 5,NMC,72.6,62,620,32.5,0.01,0.62,Conservative,0.0337,95.19,Healthy
a41a00f6,Wuling Air EV,LFP,26.0,34,179,27.6,0.21,2.22,Conservative,0.0232,98.88,Healthy
d5d7f870,Hyundai Ioniq 5,NMC,72.6,61,289,40.9,0.43,2.36,Moderate,0.0322,95.88,Healthy
bba5e213,Tesla Model 3,NMC,75.0,5,37,26.0,0.98,1.08,Aggressive,0.0239,99.09,Healthy
421a7dd8,BYD Atto 3,LFP,60.0,84,538,26.1,0.17,1.07,Moderate,0.0252,96.94,Healthy
c22f9eb3,Hyundai Ioniq 5,NMC,72.6,79,630,14.8,0.55,1.37,Aggressive,0.0422,92.44,Healthy
58f2fe8f,Wuling Air EV,LFP,26.0,42,553,19.3,0.8,0.94,Conservative,0.0271,96.86,Healthy
451d0a0a,Ford Mustang Mach-E,NMC,88.0,70,404,22.8,0.34,1.69,Aggressive,0.0336,95.52,Healthy
73c5c8cd,BYD Atto 3,LFP,60.0,87,1024,26.7,0.33,0.76,Conservative,0.0308,94.0,Healthy
bb9d6928,Wuling Air EV,LFP,26.0,38,259,22.8,0.49,1.62,Conservative,0.0246,98.05,Healthy
57d3895b,Wuling Air EV,LFP,26.0,16,185,24.2,0.82,1.66,Moderate,0.0222,98.65,Healthy
b28dd1f5,Hyundai Ioniq 5,NMC,72.6,23,189,38.8,0.25,1.17,Moderate,0.0262,97.46,Healthy
9a559858,Ford Mustang Mach-E,NMC,88.0,92,758,26.2,0.78,2.41,Aggressive,0.0478,90.34,Healthy
18202bb8,Ford Mustang Mach-E,NMC,88.0,2,9,30.8,0.4,2.44,Moderate,0.0221,100.0,Healthy
53d440e9,Hyundai Ioniq 5,NMC,72.6,92,419,18.1,0.62,0.54,Moderate,0.0323,95.54,Healthy
d9694f00,Tesla Model 3,NMC,75.0,78,685,35.3,0.28,0.9,Aggressive,0.0458,91.42,Healthy
33a492e6,Hyundai Ioniq 5,NMC,72.6,46,575,23.1,0.45,2.11,Moderate,0.0343,94.93,Healthy
d640dd1e,Wuling Air EV,LFP,26.0,19,101,7.2,0.32,1.53,Aggressive,0.0211,100.0,Healthy
d56ea770,Hyundai Ioniq 5,NMC,72.6,23,302,30.3,0.52,2.02,Moderate,0.0297,96.44,Healthy
e8b7d4c3,Ford Mustang Mach-E,NMC,88.0,53,516,27.7,0.27,1.27,Conservative,0.0341,95.34,Healthy
243797c6,Wuling Air EV,LFP,26.0,38,493,18.2,0.98,2.19,Aggressive,0.0277,96.12,Healthy
20bd8d73,Hyundai Ioniq 5,NMC,72.6,88,835,25.2,0.31,0.96,Moderate,0.0446,91.44,Healthy
7b41b420,Hyundai Ioniq 5,NMC,72.6,5,53,27.6,0.18,1.73,Conservative,0.0187,100.0,Healthy
1e3978fb,Tesla Model 3,NMC,75.0,48,485,28.3,0.92,2.2,Conservative,0.037,94.78,Healthy
c84cb9f4,Tesla Model 3,NMC,75.0,8,70,24.9,0.03,2.11,Aggressive,0.0217,99.8,Healthy
4fbed541,Tesla Model 3,NMC,75.0,78,887,14.0,0.92,1.07,Conservative,0.0479,90.47,Healthy
5c1d1291,Wuling Air EV,LFP,26.0,70,578,27.6,0.68,0.6,Aggressive,0.028,95.18,Healthy
fce12db3,Hyundai Ioniq 5,NMC,72.6,69,407,28.3,0.71,1.06,Aggressive,0.0366,94.8,Healthy
408b0c5c,BYD Atto 3,LFP,60.0,12,60,24.3,0.03,0.65,Conservative,0.0222,99.03,Healthy
39f555ed,Wuling Air EV,LFP,26.0,21,310,36.8,0.43,0.6,Moderate,0.0267,97.26,Healthy
08070214,BYD Atto 3,LFP,60.0,37,399,9.3,0.13,0.51,Aggressive,0.0259,97.48,Healthy
e4dbf964,Tesla Model 3,NMC,75.0,82,1025,8.9,0.97,2.38,Moderate,0.0564,88.17,Healthy
1f4cc026,Hyundai Ioniq 5,NMC,72.6,54,754,22.0,0.42,1.74,Moderate,0.0424,92.41,Healthy
be461d40,Tesla Model 3,NMC,75.0,73,948,17.2,0.18,0.98,Moderate,0.0471,91.16,Healthy
694d5213,Hyundai Ioniq 5,NMC,72.6,66,928,29.2,0.42,1.2,Aggressive,0.0523,88.98,Healthy
e41eb7f9,BYD Atto 3,LFP,60.0,40,413,32.5,0.89,0.9,Conservative,0.0246,97.34,Healthy
7a9e370c,Ford Mustang Mach-E,NMC,88.0,77,508,42.3,0.8,1.24,Aggressive,0.0499,89.97,Healthy
272e1573,BYD Atto 3,LFP,60.0,52,427,25.1,0.71,0.7,Moderate,0.0265,97.14,Healthy
e1afc70c,BYD Atto 3,LFP,60.0,79,867,19.6,0.08,1.88,Aggressive,0.0299,95.03,Healthy
979c6b9b,Tesla Model 3,NMC,75.0,68,1008,22.0,0.92,2.33,Moderate,0.0543,88.21,Healthy
e3eab804,BYD Atto 3,LFP,60.0,96,1323,24.4,0.4,1.68,Conservative,0.0317,93.26,Healthy
af0827de,Wuling Air EV,LFP,26.0,72,1071,15.7,0.63,1.52,Moderate,0.0355,92.84,Healthy
53061c03,Ford Mustang Mach-E,NMC,88.0,61,518,27.2,0.76,1.86,Conservative,0.0327,95.02,Healthy
342adb6d,Tesla Model 3,NMC,75.0,46,477,18.8,0.61,1.3,Conservative,0.0328,95.3,Healthy
2277c8e2,Wuling Air EV,LFP,26.0,19,182,32.5,0.27,0.87,Moderate,0.0207,99.19,Healthy
f2424c0f,Hyundai Ioniq 5,NMC,72.6,90,519,26.9,0.62,0.69,Conservative,0.036,94.88,Healthy
a264faa7,BYD Atto 3,LFP,60.0,19,213,27.8,0.55,2.25,Moderate,0.022,99.1,Healthy
ed79f2bf,Wuling Air EV,LFP,26.0,43,243,40.3,0.49,1.32,Moderate,0.0235,98.03,Healthy
4b6f0362,Ford Mustang Mach-E,NMC,88.0,95,1031,20.5,0.28,1.84,Conservative,0.0434,91.8,Healthy
e7178652,BYD Atto 3,LFP,60.0,51,238,34.7,0.27,0.71,Moderate,0.0253,97.79,Healthy
0ce5b002,Hyundai Ioniq 5,NMC,72.6,26,108,22.6,0.14,0.7,Aggressive,0.0222,99.08,Healthy
8ec7482d,BYD Atto 3,LFP,60.0,23,177,41.9,0.78,0.92,Moderate,0.0238,98.28,Healthy
aed92629,Hyundai Ioniq 5,NMC,72.6,14,77,30.2,0.18,2.04,Moderate,0.0206,99.39,Healthy
e3fe71c3,Wuling Air EV,LFP,26.0,15,184,28.7,0.48,1.19,Conservative,0.0234,97.83,Healthy
e8d316b6,Wuling Air EV,LFP,26.0,88,828,17.9,0.35,1.21,Moderate,0.0295,95.72,Healthy
ef9e1478,BYD Atto 3,LFP,60.0,25,223,24.4,0.37,2.35,Aggressive,0.0232,98.7,Healthy
096c9387,Ford Mustang Mach-E,NMC,88.0,2,15,28.9,0.35,1.68,Moderate,0.02,100.0,Healthy
851578c3,Tesla Model 3,NMC,75.0,43,470,29.9,0.61,1.31,Aggressive,0.0402,93.55,Healthy
c8f7e22d,Tesla Model 3,NMC,75.0,30,320,22.7,0.31,2.44,Moderate,0.0268,97.95,Healthy
bcac930d,Tesla Model 3,NMC,75.0,29,122,6.8,0.55,2.23,Conservative,0.0213,99.55,Healthy
527cdb91,Ford Mustang Mach-E,NMC,88.0,57,397,14.3,0.18,1.52,Moderate,0.0274,97.09,Healthy
ab32399c,BYD Atto 3,LFP,60.0,96,429,33.2,0.49,1.66,Moderate,0.0235,97.88,Healthy
af975d0a,BYD Atto 3,LFP,60.0,1,6,24.5,0.34,1.22,Moderate,0.0209,99.91,Healthy
a2f42368,Hyundai Ioniq 5,NMC,72.6,39,469,22.3,0.23,1.53,Moderate,0.0339,95.21,Healthy
b21ff939,Wuling Air EV,LFP,26.0,53,754,33.2,0.74,1.44,Conservative,0.03,94.95,Healthy
a0b81dc4,Wuling Air EV,LFP,26.0,9,80,15.8,0.17,2.48,Conservative,0.0215,100.0,Healthy
311251fb,BYD Atto 3,LFP,60.0,38,194,35.1,0.19,2.4,Conservative,0.0227,98.83,Healthy
789d103f,Wuling Air EV,LFP,26.0,46,331,33.9,0.99,1.37,Moderate,0.0277,96.83,Healthy
a115cb70,Wuling Air EV,LFP,26.0,61,751,30.0,0.05,1.9,Moderate,0.0268,96.49,Healthy
ddb72cfd,Hyundai Ioniq 5,NMC,72.6,27,384,22.6,0.58,1.74,Conservative,0.0294,96.71,Healthy
ecfc6918,BYD Atto 3,LFP,60.0,93,1339,32.2,0.5,2.12,Aggressive,0.0397,89.48,Healthy
96deb714,Wuling Air EV,LFP,26.0,89,896,13.4,0.08,1.59,Conservative,0.0286,95.78,Healthy
ff3f0812,Tesla Model 3,NMC,75.0,50,512,18.3,0.31,2.45,Moderate,0.0334,95.48,Healthy
27821a54,Wuling Air EV,LFP,26.0,74,783,19.7,0.24,1.52,Conservative,0.0259,96.41,Healthy
39beea7a,BYD Atto 3,LFP,60.0,96,752,15.5,0.27,0.51,Aggressive,0.029,95.06,Healthy
3df9069d,Ford Mustang Mach-E,NMC,88.0,92,946,43.5,0.4,0.59,Moderate,0.0664,84.36,Healthy
a70ada99,Wuling Air EV,LFP,26.0,18,121,39.1,0.97,1.46,Moderate,0.0216,99.62,Healthy
410f5dfa,Tesla Model 3,NMC,75.0,91,454,10.4,0.84,0.7,Conservative,0.0364,94.62,Healthy
